"attracts","care_level","cycle","cones","cuisine","drought_tolerant","edible_fruit","edible_leaf","flowers","flower_color","flowering_season","fruits","fruit_color","growth_rate","hardiness_min","hardiness_max","harvest_season","indoor","invasive","leaf","leaf_color","maintenance","medicinal","origin","pest_susceptibility","poisonous_to_humans","poisonous_to_pets","propagation","pruning_month","salt_tolerant","seeds","soil","sunlight","thorny","tropical","type","watering","watering_period","id"
"[]","Easy","Annual","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","White","Summer","FALSE","","Moderate","3","9","","TRUE","FALSE","TRUE","Green","Low","FALSE","[""North America""]","[]","0","0","[""Seed Propagation""]","October","FALSE","1","[""Well-drained"",""Loamy""]","[""Partial Shade"",""Full Shade""]","FALSE","FALSE","Herb","Average","Morning","pilea_pumila"
"[""Bees"",""Butterflies"",""Birds""]","Easy","Perennial","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","White","Spring","TRUE","Black","Moderate","3","8","Summer","FALSE","FALSE","TRUE","Green","Low","TRUE","[""North America""]","[""Aphids""]","0","0","[""Seed Propagation"",""Cutting""]","March","FALSE","1","[""Moist"",""Well-drained"",""Loamy""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Shrub","Average","Morning","ribes_americanum"
"[""Bees"",""Butterflies"",""Birds""]","Medium","Perennial","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","White","Spring","TRUE","Black","Moderate","3","8","Summer","FALSE","FALSE","TRUE","Green","Moderate","TRUE","[""North America""]","[""Aphids"",""Cane borers"",""Raspberry crown borer""]","0","0","[""Seed Propagation"",""Cutting""]","March","FALSE","1","[""Well-drained"",""Loamy""]","[""Full sun"",""Part shade""]","TRUE","FALSE","Shrub","Average","Morning","rubus_occidentalis"
"[]","Medium","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","","","FALSE","","Low","2","7","","TRUE","FALSE","FALSE","","Low","TRUE","[""North America"",""Northern Europe"",""Asia""]","[]","0","0","[]","September","FALSE","0","[""Acidic"",""Well-drained"",""Sandy""]","[""Filtered shade"",""Part shade""]","FALSE","FALSE","Moss","Minimum","Morning","cladonia_stellaris"
"[]","Medium","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","","","FALSE","","Low","3","8","","FALSE","FALSE","TRUE","Green","Moderate","FALSE","[""North America""]","[]","0","0","[""Division"",""Spore Propagation""]","April","FALSE","0","[""Acidic"",""Moist"",""Well-drained""]","[""Filtered shade""]","FALSE","FALSE","Moss","Average","Morning","climacium_americanum"
"[""Butterflies""]","Easy","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","Pink","Spring","TRUE","Blue","Moderate","5","9","","FALSE","FALSE","TRUE","Green","Low","FALSE","[""United States"",""Mexico""]","[""Aphids"",""Spider mites""]","0","0","[""Seed Propagation"",""Cutting""]","August","TRUE","1","[""Well-drained"",""Sandy"",""Gravelly""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Herbaceous perennial","Minimum","Morning","glandularia_bipinnatifida"
"[""Bees"",""Butterflies""]","Medium","Perennial","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","Greenish-white","Spring","TRUE","Black","Moderate","7","10","Autumn","FALSE","TRUE","TRUE","Green","Low","TRUE","[""United States"",""Mexico""]","[""Aphids""]","0","0","[""Seed Propagation"",""Cutting""]","March","FALSE","1","[""Well-drained"",""Sandy"",""Loamy""]","[""Full sun"",""Part shade""]","TRUE","FALSE","Vine","Average","Morning","smilax_bona-nox"
"[""Bees""]","Easy","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Blue","Summer","FALSE","","Moderate","4","9","","FALSE","TRUE","TRUE","Green","Low","FALSE","[""North America""]","[]","0","0","[""Seed Propagation"",""Cutting""]","October","FALSE","1","[""Moist"",""Well-drained""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Herbaceous perennial","Average","Morning","commelina_virginica"
"[""Bees"",""Butterflies""]","Medium","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Yellow","Spring","FALSE","","High","6","10","","FALSE","TRUE","TRUE","Green","Moderate","FALSE","[""North America""]","[""Aphids"",""Willow leaf beetle""]","0","0","[""Cutting"",""Seed Propagation""]","February","FALSE","1","[""Well-drained"",""Moist""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Tree","Average","Morning","salix_caroliniana"
"[]","Medium","Annual","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Blue","Summer","TRUE","","Low","4","8","","FALSE","FALSE","TRUE","Green","Moderate","FALSE","[""Australia"",""New Zealand""]","[]","1","1","[""Spore Propagation""]","August","FALSE","0","[""Well-drained"",""Acidic""]","[""Part shade"",""Filtered shade""]","FALSE","FALSE","Foliage House plants","Average","Morning","humidicutis_marginata"
"[]","Medium","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Purple","Summer","TRUE","Green","High","7","10","","FALSE","TRUE","TRUE","Green","Moderate","FALSE","[""Asia""]","[]","0","0","[""Seed Propagation""]","October","FALSE","1","[""Wet"",""Loamy""]","[""Full sun"",""Part shade""]","FALSE","TRUE","Herbaceous perennial","Frequent","Morning","murdannia_keisak"
"[]","Medium","Perennial","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","","","FALSE","","Moderate","4","10","","FALSE","FALSE","FALSE","","Moderate","FALSE","[""North America"",""Europe"",""Asia""]","[]","0","0","[]","September","FALSE","0","[""Well-drained"",""Loamy""]","[""Partial shade"",""Full shade""]","FALSE","FALSE","Moss","Average","Morning","gyroporus_castaneus"
"[""Bees"",""Butterflies"",""Birds""]","Easy","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","Yellow","Summer","TRUE","Brown","Moderate","4","9","","FALSE","FALSE","TRUE","Green","Low","FALSE","[""North America""]","[]","0","0","[""Seed Propagation"",""Division""]","September","FALSE","1","[""Well-drained"",""Loamy"",""Sandy""]","[""Full sun""]","FALSE","FALSE","Herbaceous perennial","Minimum","Morning","helianthus_mollis"
"[]","Medium","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","","","FALSE","","Low","3","8","","FALSE","FALSE","FALSE","","Low","FALSE","[]","[]","0","0","[]","April","FALSE","0","[""Well-drained"",""Loamy"",""Sandy""]","[""Partial shade"",""Full shade""]","FALSE","FALSE","Foliage House plants","Minimum","Morning","trichaptum_biforme"
"[]","Medium","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","","","FALSE","","Low","3","7","","FALSE","FALSE","TRUE","Green","Low","TRUE","[""Europe"",""North America""]","[]","0","0","[""Spore Propagation""]","August","FALSE","0","[""Well-drained"",""Loamy"",""Sandy""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Moss","Average","Afternoon","lasallia_papulosa"
"[""Butterflies"",""Hummingbirds""]","Easy","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","Red","Summer","TRUE","Brown","Low","4","8","","FALSE","FALSE","TRUE","Green","Low","FALSE","[""North America""]","[]","0","0","[""Seed Propagation"",""Cutting""]","August","FALSE","1","[""Well-drained"",""Loamy"",""Sandy"",""Rocky""]","[""Full sun""]","FALSE","FALSE","Wildflower","Minimum","Morning","silene_regia"
"[]","Medium","Annual","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","","","FALSE","","Moderate","4","8","","FALSE","FALSE","FALSE","","Moderate","FALSE","[""North America""]","[]","0","0","[]","October","FALSE","0","[""Well-drained"",""Loamy""]","[""Part shade""]","FALSE","FALSE","Foliage House plants","Average","Afternoon","suillus_americanus"
"[]","Medium","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","","","FALSE","","Low","4","8","","FALSE","FALSE","FALSE","","Low","FALSE","[""North America"",""Europe"",""Asia""]","[]","0","0","[]","July","FALSE","0","[""Well-drained"",""Loamy""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Foliage House plants","Average","Morning","strobilomyces_floccopus"
"[]","Medium","Annual","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","","","FALSE","","Moderate","5","9","Summer","FALSE","FALSE","FALSE","","Moderate","TRUE","[""Europe""]","[]","0","0","[]","September","FALSE","0","[]","[]","FALSE","FALSE","Foliage House plants","Average","Morning","russula_virescens"
"[""Bees"",""Butterflies""]","Easy","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","Yellow","Summer","FALSE","","Moderate","3","9","","FALSE","FALSE","TRUE","Green","Low","TRUE","[""North America""]","[]","0","0","[""Seed Propagation""]","March","FALSE","1","[""Well-drained"",""Loamy""]","[""Full sun""]","FALSE","FALSE","Herbaceous perennial","Minimum","Morning","solidago_rigida"
"[""Butterflies""]","Medium","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","Green","Summer","FALSE","","Moderate","5","9","","FALSE","FALSE","TRUE","Green","Moderate","FALSE","[""North America""]","[""Rust"",""Leaf spot""]","0","0","[""Seed Propagation"",""Division""]","April","FALSE","1","[""Well-drained"",""Loamy""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Grass","Average","Morning","panicum_virgatum"
"[]","Medium","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","","","FALSE","","Low","4","8","","FALSE","FALSE","TRUE","","Moderate","TRUE","[""North America"",""Europe""]","[]","0","0","[""Spore Propagation""]","August","FALSE","0","[""Rocky"",""Well-drained""]","[""Part shade"",""Full shade""]","FALSE","FALSE","Lobelia","Minimum","Morning","parmelia_squarrosa"
"[]","Medium","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","","","FALSE","","Moderate","3","9","","FALSE","FALSE","FALSE","","Moderate","FALSE","[""North America""]","[]","0","0","[""Spore""]","October","FALSE","0","[""Rich"",""Loamy"",""Moist""]","[""Full sun"",""Part shade"",""Filtered shade""]","FALSE","FALSE","Fruit","Average","Morning","meripilus_sumstinei"
"[""Bees"",""Butterflies""]","Medium","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Pink","Spring","TRUE","Black","Moderate","5","8","","FALSE","FALSE","TRUE","Green","Moderate","FALSE","[""Japan"",""China"",""Korea""]","[""Aphids"",""Mites"",""Canker"",""Powdery mildew""]","0","0","[""Cutting"",""Seed Propagation"",""Grafting""]","June","FALSE","1","[""Well-drained"",""Loamy""]","[""Full sun""]","FALSE","FALSE","Tree","Average","Morning","prunus_serrulata"
"[""Flies""]","Medium","Annual","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","","","FALSE","","High","8","11","","FALSE","FALSE","TRUE","","Moderate","FALSE","[""United States""]","[]","0","0","[]","August","FALSE","0","[""Well-drained"",""Loamy""]","[""Part shade""]","FALSE","FALSE","Foliage House plants","Minimum","Morning","phallus_ravenelii"
"[]","High","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","","","FALSE","","Low","4","8","","FALSE","FALSE","FALSE","","Low","FALSE","[""Northern Hemisphere""]","[]","0","0","[]","July","TRUE","0","[""Rocky"",""Well-drained""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Lobelia","Minimum","Morning","porpidia_albocaerulescens"
"[""Bees"",""Butterflies""]","Easy","Perennial","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","Yellow","Summer","FALSE","","Moderate","4","9","","FALSE","TRUE","TRUE","Green","Low","FALSE","[""Europe"",""Asia""]","[]","0","0","[""Seed Propagation"",""Cutting""]","August","TRUE","1","[""Well-drained"",""Loamy"",""Chalky""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Forb","Average","Morning","lathyrus_pratensis"
"[]","Medium","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Yellow","Spring","FALSE","","Moderate","4","9","","FALSE","TRUE","TRUE","Green","Moderate","FALSE","[""China"",""Japan""]","[""Fungal leaf spot""]","0","0","[""Cutting"",""Division"",""Root cutting""]","June","FALSE","0","[""Well-drained"",""Loamy""]","[""Part shade"",""Full sun""]","FALSE","FALSE","Shrub","Average","Morning","kerria_japonica"
"[""Butterflies""]","Easy","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Pink","Summer","FALSE","","Moderate","4","9","","FALSE","TRUE","TRUE","Green","Low","FALSE","[""Japan"",""China"",""Korea""]","[""Aphids"",""Powdery Mildew""]","0","0","[""Cutting"",""Seed Propagation""]","March","FALSE","1","[""Well-drained"",""Moist""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Shrub","Average","Morning","spiraea_japonica"
"[""Bees"",""Butterflies""]","Easy","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","White","Spring","TRUE","Black","High","7","10","","FALSE","TRUE","TRUE","Green","Low","FALSE","[""United States""]","[""Leaf spot"",""Canker""]","1","1","[""Seed Propagation"",""Cutting""]","February","TRUE","1","[""Well-drained"",""Loamy"",""Sandy""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Shrub","Average","Morning","prunus_caroliniana"
"[""Birds"",""Mammals""]","Easy","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","Yellow","Spring","TRUE","Brown","Moderate","5","9","","FALSE","FALSE","TRUE","Green","Low","FALSE","[""Southeastern United States""]","[""Galls"",""Oak wilt""]","0","0","[""Seed Propagation""]","March","TRUE","1","[""Well-drained"",""Loamy"",""Sandy""]","[""Full sun""]","FALSE","FALSE","Tree","Average","Morning","quercus_incana"
"[""Birds"",""Squirrels""]","Medium","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","Yellow","Spring","TRUE","Brown","Moderate","6","10","","FALSE","FALSE","TRUE","Green","Moderate","FALSE","[""Spain"",""Portugal"",""France""]","[""Fungal leaf spot"",""Powdery mildew""]","0","0","[""Seed Propagation"",""Cutting""]","February","FALSE","1","[""Well-drained"",""Loamy""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Tree","Average","Morning","quercus_pyrenaica"
"[""Birds"",""Mammals""]","Medium","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","Yellow","Spring","TRUE","Brown","Moderate","6","9","","FALSE","FALSE","TRUE","Green","Low","FALSE","[""Southern Europe"",""Western Asia""]","[""Oak gall wasp""]","0","0","[""Seed Propagation""]","March","FALSE","1","[""Well-drained"",""Loamy"",""Rocky"",""Sandy""]","[""Full sun""]","FALSE","FALSE","Tree","Average","Morning","quercus_pubescens"
"[""Bees""]","Easy","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","Yellow","Summer","FALSE","","Moderate","8","11","","FALSE","FALSE","TRUE","Green","Moderate","FALSE","[""South Africa""]","[""Fungal leaf spot""]","0","0","[""Seed Propagation"",""Division""]","September","TRUE","1","[""Well-drained"",""Sandy"",""Loamy""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Herbaceous perennial","Average","Morning","dietes_bicolor"
"[]","Medium","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","Brown","Spring","FALSE","","Low","8","10","","TRUE","FALSE","TRUE","Green","Moderate","FALSE","[""South Africa""]","[]","0","0","[""Seed Propagation""]","October","FALSE","1","[""Well-drained"",""Sandy""]","[""Full sun""]","FALSE","FALSE","Herb","Average","Morning","ferraria_crispa"
"[""Bees"",""Butterflies""]","Easy","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Purple","Spring","TRUE","","Moderate","4","7","","FALSE","FALSE","TRUE","Green","Low","FALSE","[""North America""]","[]","0","0","[""Seed Propagation"",""Division""]","April","FALSE","1","[""Moist"",""Well-drained""]","[""Part shade"",""Full shade""]","FALSE","FALSE","Herbaceous perennial","Average","Morning","cardamine_douglassii"
"[]","Medium","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","","","FALSE","","Moderate","8","10","","FALSE","FALSE","TRUE","Green","Moderate","FALSE","[""New Zealand"",""Australia""]","[""Scale insects"",""Mealybugs""]","0","0","[""Spore""]","April","FALSE","0","[""Well-drained"",""Acidic""]","[""Part shade"",""Filtered shade""]","FALSE","FALSE","Fern","Frequent","Morning","dicksonia_squarrosa"
"[]","High","Perennial","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","","","FALSE","","Low","7","10","Autumn","TRUE","FALSE","TRUE","","High","TRUE","[""China"",""Japan"",""Korea""]","[]","0","0","[""Spore Propagation"",""Seed Propagation"",""Tissue Culture""]","March","FALSE","0","[""Well-drained"",""Loamy""]","[""Filtered shade""]","FALSE","TRUE","Foliage House plants","Average","Morning","ganoderma_lucidum"
"[]","Medium","Annual","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","","","FALSE","","Moderate","3","7","Spring","FALSE","FALSE","FALSE","","Moderate","FALSE","[""North America""]","[]","1","1","[""Spore Propagation""]","March","FALSE","0","[""Well-drained"",""Sandy""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Foliage House plants","Average","Morning","verpa_bohemica"
"[]","Medium","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Yellow","Spring","TRUE","Orange","Moderate","2","7","","FALSE","FALSE","TRUE","Green","Moderate","FALSE","[""North America""]","[]","0","0","[""Seed Propagation"",""Cutting""]","February","FALSE","1","[""Acidic"",""Well-drained"",""Sandy""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Shrub","Average","Morning","lonicera_hirsuta"
"[]","Medium","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","","","FALSE","","Moderate","3","10","","FALSE","FALSE","FALSE","","Moderate","FALSE","[""North America"",""Europe"",""Asia""]","[]","0","0","[""Spore propagation""]","October","FALSE","0","[""Well-drained"",""Rich"",""Humus-rich"",""Acidic""]","[""Partial shade"",""Full shade""]","FALSE","FALSE","Fruit","Minimum","Morning","clavaria_zollingeri"
"[]","Medium","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","White","","TRUE","","High","8","11","","TRUE","FALSE","TRUE","Green","Moderate","FALSE","[""Southeast Asia"",""India""]","[""Root rot"",""Spider mites"",""Aphids""]","1","1","[""Division""]","February","FALSE","0","[""Well-drained"",""Rich"",""Loose""]","[""Bright indirect light""]","FALSE","TRUE","Herbaceous perennial","Average","Morning","alocasia_macrorrhizos"
"[""Bees""]","Medium","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","White","Spring","TRUE","Green","Moderate","3","8","","FALSE","FALSE","TRUE","Green","Moderate","FALSE","[""North America""]","[""Fungal leaf spot""]","1","0","[""Seed Propagation""]","February","FALSE","1","[""Well-drained"",""Loamy""]","[""Part shade"",""Full sun""]","FALSE","FALSE","Shrub","Average","Morning","staphylea_trifolia"
"[""Butterflies"",""Bees""]","Easy","Annual","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Red, Pink, Purple, White","Spring","TRUE","Brown","Moderate","4","9","","FALSE","FALSE","TRUE","Green","Low","FALSE","[""United States"",""Mexico""]","[""Spider mites"",""Aphids"",""Powdery mildew""]","0","0","[""Seed Propagation""]","June","FALSE","1","[""Well-drained"",""Loamy""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Herb","Average","Morning","phlox_drummondii"
"[]","Medium","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","","","FALSE","","Moderate","5","9","","FALSE","FALSE","FALSE","","Moderate","FALSE","[""North America""]","[]","0","0","[]","August","FALSE","0","[""Well-drained"",""Acidic""]","[""Part shade"",""Filtered shade""]","FALSE","FALSE","Foliage House plants","Average","Morning","russula_parvovirescens"
"[]","Medium","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","White","Spring","TRUE","Black","Moderate","8","11","","FALSE","FALSE","TRUE","Green","Moderate","FALSE","[""New Zealand""]","[""Mildew"",""Scale insects""]","1","1","[""Seed Propagation"",""Cutting""]","March","FALSE","1","[""Well-drained"",""Loamy""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Shrub","Average","Morning","pseudopanax_arboreus"
"[]","Medium","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Yellow","Spring","FALSE","","Moderate","4","7","","FALSE","FALSE","TRUE","Green","Low","FALSE","[""Europe"",""Asia""]","[]","0","0","[""Bulbs"",""Seed Propagation""]","May","FALSE","1","[""Well-drained"",""Loamy""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Flower","Average","Morning","gagea_lutea"
"[]","Medium","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Pink","Spring","FALSE","","Moderate","6","8","","FALSE","FALSE","TRUE","Green","Moderate","TRUE","[""Europe""]","[""Fungal leaf spot""]","1","1","[""Seed Propagation""]","June","FALSE","1","[""Well-drained"",""Loamy""]","[""Part shade"",""Full sun""]","FALSE","FALSE","Herb","Average","Morning","corydalis_cava"
"[""Bees"",""Butterflies""]","Medium","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Blue","Summer","FALSE","","Low","3","8","","FALSE","FALSE","TRUE","Green","Moderate","FALSE","[""North America""]","[]","0","0","[""Seed Propagation"",""Division""]","April","FALSE","1","[""Well-drained"",""Sandy"",""Loamy""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Herbaceous perennial","Average","Morning","polemonium_viscosum"
"[""Bees"",""Butterflies""]","Medium","Perennial","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","Yellow","Summer","TRUE","Green","Moderate","10","13","Autumn","FALSE","FALSE","TRUE","Green","Moderate","TRUE","[""South America""]","[""Scale"",""Mealybugs""]","0","0","[""Seed Propagation"",""Grafting Propagation""]","February","FALSE","1","[""Well-drained"",""Loamy""]","[""Full sun"",""Part shade""]","FALSE","TRUE","Tree","Average","Morning","annona_cherimola"
"[""Bees"",""Butterflies""]","Easy","Perennial","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","Purple","Spring","TRUE","Purple","Moderate","4","9","Summer","TRUE","TRUE","TRUE","Green","Low","TRUE","[""China"",""Japan"",""Korea""]","[""Fungal leaf spot""]","0","0","[""Seed Propagation"",""Cutting"",""Layering Propagation""]","June","FALSE","1","[""Well-drained"",""Fertile""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Vine","Average","Morning","akebia_quinata"
"[]","Medium","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","White","Spring","TRUE","Green","Low","2","8","","FALSE","FALSE","TRUE","Green","Moderate","TRUE","[""North America""]","[]","0","0","[""Seed Propagation"",""Division""]","April","FALSE","1","[""Acidic"",""Well-drained"",""Moist""]","[""Part shade"",""Full shade""]","FALSE","FALSE","Herb","Average","Morning","coptis_trifolia"
"[]","Medium","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Pink","Summer","FALSE","","Moderate","7","10","","FALSE","FALSE","TRUE","Green","Low","FALSE","[""United States""]","[]","0","0","[""Seed Propagation""]","October","FALSE","1","[""Well-drained"",""Acidic""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Wildflower","Average","Morning","sabatia_brevifolia"
"[""Bees"",""Butterflies"",""Hummingbirds""]","Easy","Annual","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Red","Summer","FALSE","","High","6","11","","FALSE","TRUE","TRUE","Green","Moderate","FALSE","[""Americas""]","[]","0","1","[""Seed Propagation""]","November","FALSE","1","[""Well-drained"",""Loamy""]","[""Full sun""]","FALSE","TRUE","Vine","Average","Morning","ipomoea_hederifolia"
"[]","Medium","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","Pale brown","Summer","TRUE","Brown","Moderate","8","11","","FALSE","FALSE","TRUE","Green","Low","FALSE","[""North America"",""Caribbean""]","[]","0","0","[""Seed Propagation""]","February","TRUE","1","[""Sandy"",""Well-drained""]","[""Full sun""]","FALSE","FALSE","Grass","Minimum","Morning","uniola_paniculata"
"[""Butterflies"",""Hummingbirds""]","Medium","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","Red","Summer","TRUE","Orange","Moderate","8","11","Summer","FALSE","FALSE","TRUE","Green","Moderate","TRUE","[""Florida"",""South America"",""Central America""]","[""Aphids"",""Spider Mites"",""Whiteflies""]","1","1","[""Cutting"",""Seed Propagation""]","February","TRUE","1","[""Well-drained"",""Sandy"",""Loamy""]","[""Full sun"",""Part shade""]","FALSE","TRUE","Shrub","Average","Morning","hamelia_patens"
"[]","Medium","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","White","Summer","FALSE","","Moderate","10","12","","TRUE","FALSE","TRUE","Green","Moderate","FALSE","[""North America"",""Central America"",""South America""]","[]","0","0","[""Seed Propagation""]","March","FALSE","1","[""Well-drained"",""Loamy""]","[""Filtered shade"",""Part shade""]","FALSE","TRUE","Orchid","Average","Morning","habenaria_floribunda"
"[""Bees"",""Butterflies""]","Medium","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Purple","Summer","TRUE","Brown","Moderate","6","9","","FALSE","FALSE","TRUE","Green","Moderate","FALSE","[""North America""]","[""Aphids"",""Spider mites""]","0","1","[""Seed Propagation"",""Cutting""]","March","FALSE","1","[""Acidic"",""Moist"",""Well-drained""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Herbaceous perennial","Average","Morning","rhexia_mariana"
"[""Bees"",""Butterflies"",""Birds""]","Medium","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","Purple","Spring","TRUE","","Moderate","9","11","","FALSE","TRUE","TRUE","Green","Moderate","FALSE","[""Mexico"",""Central America""]","[""Fungal leaf spot"",""Mildew""]","1","1","[""Seed Propagation"",""Cutting""]","August","FALSE","1","[""Well-drained"",""Loamy""]","[""Full sun"",""Part shade""]","TRUE","TRUE","Shrub","Average","Morning","wigandia_urens"
"[""Bees""]","Medium","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Maroon","Spring","TRUE","","Low","4","9","","FALSE","FALSE","TRUE","Green","Low","TRUE","[""United States""]","[""Fungal leaf spot""]","0","0","[""Seed Propagation""]","August","FALSE","1","[""Well-drained"",""Loamy""]","[""Part shade""]","FALSE","FALSE","Herbaceous perennial","Average","Morning","trillium_recurvatum"
"[]","Easy","Herbaceous","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","White","Summer","FALSE","","Moderate","9","11","","TRUE","FALSE","TRUE","Green","Low","TRUE","[""South America""]","[""Spider mites"",""Aphids""]","0","0","[""Cutting"",""Seed Propagation""]","March","FALSE","0","[""Well-drained"",""Loamy""]","[""Part shade"",""Filtered shade""]","FALSE","TRUE","Herb","Average","Morning","callisia_ornata"
"[""Pollinators""]","Medium","Annual","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Pink","Summer","TRUE","Green","Moderate","6","9","","FALSE","FALSE","TRUE","Green","Moderate","FALSE","[""Eastern United States""]","[]","0","0","[""Seed Propagation""]","August","TRUE","1","[""Sandy"",""Well-drained""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Flower","Average","Morning","sabatia_stellaris"
"[""Pollinators""]","Medium","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","Pink","Spring","FALSE","","Moderate","8","11","","FALSE","FALSE","TRUE","Grayish green","Low","FALSE","[""United States""]","[]","0","0","[""Seed Propagation""]","March","TRUE","1","[""Well-drained"",""Sandy"",""Rocky""]","[""Full sun""]","FALSE","FALSE","Herb","Minimum","Morning","lygodesmia_aphylla"
"[""Bees"",""Hummingbirds""]","Medium","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Pink","Spring","FALSE","","Moderate","7","9","","FALSE","FALSE","TRUE","Green","Low","FALSE","[""United States""]","[""Fungal leaf spot""]","0","0","[""Cutting"",""Seed Propagation""]","March","FALSE","1","[""Acidic"",""Well-drained""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Shrub","Average","Morning","bejaria_racemosa"
